1,1,53.76,59.74,122.4,61.919999999999995,1,1,1.0
2,1,32.16,54.7,122.4,61.92,1,1,1.0
2,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
2,3,314.4,0.0,397.44000000000005,113.74,1,1,1.0
3,1,17.0,51.82,116.69999999999999,61.919999999999995,1,1,1.0
3,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
3,3,314.4,0.0,397.07000000000005,113.74,1,1,1.0
4,1,0.0,51.82,112.8,52.580000000000005,1,1,1.0
4,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
4,3,314.4,0.0,396.70000000000005,113.74,1,1,1.0
5,1,0.0,51.82,93.4,52.580000000000005,1,1,1.0
5,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
5,3,314.4,0.0,396.33000000000004,113.74,1,1,1.0
6,1,0.0,48.22,76.1,52.58,1,1,1.0
6,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
6,3,314.4,0.0,395.96000000000004,113.74,1,1,1.0
7,1,1.44,45.34,58.160000000000004,47.56,1,1,1.0
7,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
7,3,314.4,0.0,395.59000000000003,113.74,1,1,1.0
8,1,1.44,45.34,41.56,44.66,1,1,1.0
8,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
8,3,314.4,0.0,395.22,113.74,1,1,1.0
9,1,0.0,45.34,30.0,38.86,1,1,1.0
9,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
9,3,314.4,0.0,394.85,113.74,1,1,1.0
10,1,0.0,45.34,13.4,38.86,1,1,1.0
10,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
10,3,314.4,0.0,394.47,113.74,1,1,1.0
10,4,918.48,187.18,41.51999999999998,74.88,1,1,1.0
11,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
11,3,314.4,0.0,394.1,113.74,1,1,1.0
11,4,876.7,182.9,83.29999999999995,81.29999999999998,1,1,1.0
12,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
12,3,314.4,0.0,393.73,113.74,1,1,1.0
12,4,820.5,175.7,139.5,82.74000000000001,1,1,1.0
13,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
13,3,314.4,0.0,393.36,113.74,1,1,1.0
13,4,780.2,162.7,179.79999999999995,95.74000000000001,1,1,1.0
14,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
14,3,314.4,0.0,392.99,113.74,1,1,1.0
14,4,736.3,149.0,223.70000000000005,117.39999999999998,1,1,1.0
14,5,0.0,173.3,19.36,53.00999999999999,1,1,1.0
15,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
15,3,314.4,0.0,392.62,113.74,1,1,1.0
15,4,694.9,145.14,265.1,111.66000000000003,1,1,1.0
15,5,0.0,168.5,34.8,66.5,1,1,1.0
16,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
16,3,314.4,0.0,392.25,113.74,1,1,1.0
16,4,660.2,137.43,265.0999999999999,111.66,1,1,1.0
16,5,0.0,168.5,57.0,81.9,1,1,1.0
17,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
17,3,314.4,0.0,391.88,113.74,1,1,1.0
17,4,617.8,127.79,258.34000000000003,111.65999999999998,1,1,1.0
17,5,0.0,166.6,75.3,102.1,1,1,1.0
18,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
18,3,314.4,0.0,391.51,113.74,1,1,1.0
18,4,583.1,121.05,246.69999999999993,107.75000000000001,1,1,1.0
18,5,0.0,166.6,93.6,114.6,1,1,1.0
19,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
19,3,314.4,0.0,391.14,113.74,1,1,1.0
19,4,549.4,113.34,239.96000000000004,107.75,1,1,1.0
19,5,0.0,172.38,114.77,121.32,1,1,1.0
20,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
20,3,314.4,0.0,390.77,113.74,1,1,1.0
20,4,516.6,113.34,234.19999999999993,98.06,1,1,1.0
20,5,0.96,180.09,143.73999999999998,125.21000000000001,1,1,1.0
21,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
21,3,314.4,0.0,390.4,113.74,1,1,1.0
21,4,485.8,111.41,221.61999999999995,91.28999999999999,1,1,1.0
21,5,0.0,187.81,164.9,131.99,1,1,1.0
22,2,97.68,0.0,213.83999999999997,64.78,1,1,1.0
22,3,314.4,0.0,390.02,113.74,1,1,1.0
22,4,456.88,105.6,217.82000000000005,89.4,1,1,1.0
22,5,0.96,197.46,197.64,138.73999999999998,1,1,1.0
