1,1,210.72,250.54,91.44000000000003,38.16,1,1,1.0
1,2,731.28,265.66,72.72000000000003,37.44,1,1,1.0
1,3,121.44,335.5,132.48,56.879999999999995,1,1,1.0
2,1,210.72,250.54,91.44000000000003,38.22,1,1,1.0
2,2,719.76,268.54,72.72000000000003,37.44,1,1,1.0
2,3,96.96,339.1,136.84000000000003,56.879999999999995,1,1,1.0
3,1,210.72,250.54,91.44000000000003,38.28999999999999,1,1,1.0
3,2,708.2,272.14,68.43999999999994,37.44,1,1,1.0
3,3,73.2,341.98,136.83999999999997,56.879999999999995,1,1,1.0
4,1,210.72,250.54,91.44000000000003,38.359999999999985,1,1,1.0
4,2,695.2,272.1,69.91999999999996,39.599999999999966,1,1,1.0
4,3,50.88,344.14,136.84,61.160000000000025,1,1,1.0
5,1,210.72,250.54,91.44000000000003,38.430000000000035,1,1,1.0
5,2,680.8,272.82,69.92000000000007,39.60000000000002,1,1,1.0
5,3,22.08,349.9,145.51999999999998,61.160000000000025,1,1,1.0
6,1,210.72,250.54,91.44000000000003,38.48999999999998,1,1,1.0
6,2,666.4,275.0,72.80000000000007,42.45999999999998,1,1,1.0
6,3,0.48,354.94,145.52,61.160000000000025,1,1,1.0
7,1,210.72,250.54,91.44000000000003,38.56000000000003,1,1,1.0
7,2,649.12,278.6,78.58000000000004,41.0,1,1,1.0
7,3,0.48,354.94,123.22,64.75999999999999,1,1,1.0
8,1,210.72,250.54,91.44000000000003,38.630000000000024,1,1,1.0
8,2,635.44,280.0,78.57999999999993,41.75999999999999,1,1,1.0
8,3,0.48,354.94,100.22,71.25999999999999,1,1,1.0
9,1,210.72,250.54,91.44000000000003,38.70000000000002,1,1,1.0
9,2,620.32,281.4,79.9799999999999,42.5,1,1,1.0
9,3,0.48,354.94,75.72,71.25999999999999,1,1,1.0
10,1,210.72,250.54,91.44000000000003,38.76000000000002,1,1,1.0
10,2,606.64,284.3,79.98000000000002,43.920000000000016,1,1,1.0
10,3,0.0,363.58,52.4,62.620000000000005,1,1,1.0
11,1,210.72,250.54,91.44000000000003,38.83000000000001,1,1,1.0
11,2,591.5,286.5,82.15999999999997,45.31999999999999,1,1,1.0
11,3,0.0,363.58,29.4,62.620000000000005,1,1,1.0
